qiskit,linear,linear_reduced,shp_reduced,mst_reduced,shp,mst,random,random_reduced,graycode_reduced,gleinig,topdown,dcsp,bdsp,merge,cvoqram,pivot,isometry,ucg
120,756,58,46,38,750,748,766,66,47,26,234,385,343,26,146,117,120,120
120,755,60,52,51,747,745,747,66,68,31,228,259,213,31,132,113,120,120
120,755,47,43,45,748,748,758,58,47,27,230,329,286,27,141,105,120,120
120,751,43,45,54,744,744,747,61,58,30,228,343,256,30,122,114,120,120
120,751,64,41,34,738,738,754,97,37,31,240,238,206,31,132,104,120,120
120,748,40,27,40,736,736,740,75,50,22,240,245,194,22,95,114,120,120
120,758,51,30,54,747,747,768,71,43,25,236,399,303,25,146,110,120,120
120,752,54,53,39,743,737,746,72,66,23,220,280,294,23,131,121,120,120
120,755,66,41,41,745,744,766,64,67,23,232,364,339,23,164,125,120,120
120,749,44,28,39,741,736,764,75,49,15,224,259,207,15,111,101,120,120
118,747,52,29,39,738,735,747,49,37,23,238,210,185,23,137,114,118,118
120,761,66,35,41,741,739,757,80,51,24,236,280,251,24,171,119,120,120
120,739,44,27,30,736,734,752,79,42,18,240,350,223,18,143,87,120,120
120,748,50,30,35,738,738,752,117,43,21,238,378,258,21,143,116,120,120
120,750,74,39,45,744,741,754,49,52,28,228,273,315,28,144,101,120,120
120,756,51,47,39,745,742,760,72,51,30,240,294,233,30,115,119,120,120
120,756,69,50,50,746,746,757,64,63,37,240,280,210,37,130,90,120,120
120,752,45,41,38,746,742,758,60,52,24,240,371,284,24,147,103,120,120
120,752,57,43,57,747,740,755,72,42,22,216,343,295,22,116,95,120,120
90,746,39,37,57,741,738,746,44,38,26,198,259,221,26,89,112,90,90
120,754,58,39,51,743,740,758,65,30,21,236,364,291,21,144,119,120,120
120,760,62,39,41,746,745,760,63,66,30,226,315,268,30,141,121,120,120
120,753,58,30,39,747,746,762,55,56,24,228,343,294,24,149,121,120,120
120,750,45,43,46,747,745,755,64,45,30,228,245,232,30,97,84,120,120
120,749,53,26,35,739,739,753,80,54,22,232,322,255,22,140,101,120,120
116,754,66,58,61,746,743,766,76,66,27,232,350,312,27,127,97,116,120
120,745,48,39,46,745,744,751,63,50,24,240,329,283,24,140,102,120,120
120,748,44,29,42,739,736,751,62,76,21,240,308,266,21,138,121,120,120
120,753,52,46,47,741,741,758,95,50,25,222,322,286,25,135,121,120,120
120,745,48,39,42,744,738,768,57,48,18,234,357,323,18,152,115,120,120
120,754,49,43,49,750,744,754,63,42,21,232,350,262,21,139,113,120,120
120,751,56,50,62,747,745,753,77,47,30,234,336,263,30,151,102,120,120
120,742,48,31,24,737,737,747,97,26,17,232,343,257,17,139,111,120,120
120,758,58,36,36,742,740,756,63,37,27,236,322,269,27,133,99,120,120
120,751,45,36,42,743,741,753,66,49,31,232,371,311,31,139,120,120,120
120,763,77,45,51,752,746,757,69,51,29,228,301,267,29,147,123,120,120
118,750,95,44,32,739,738,754,90,51,26,232,245,194,26,121,118,118,118
120,752,47,49,48,746,742,758,68,56,22,224,343,257,22,152,98,120,120
120,747,50,43,62,747,742,758,88,50,23,234,364,354,23,137,99,120,120
120,756,75,48,45,744,742,750,65,43,30,216,231,230,30,107,104,120,120
120,758,54,43,37,746,743,753,63,55,27,236,287,220,27,133,99,120,120
120,754,40,60,36,748,746,749,50,45,24,236,266,249,24,108,110,120,120
118,756,47,37,45,745,742,758,69,43,27,238,343,318,27,158,118,118,118
120,748,43,28,42,742,742,763,73,43,19,236,350,287,19,136,119,120,120
120,754,48,35,37,742,742,758,74,47,23,236,308,238,23,158,100,120,120
120,748,33,48,54,742,744,754,87,56,27,240,315,258,27,146,116,120,120
120,751,45,49,45,746,741,758,73,51,22,230,350,267,22,134,116,120,120
120,752,74,48,63,749,736,744,60,53,21,226,287,257,21,116,101,120,120
120,752,64,46,48,742,737,753,68,43,31,240,350,261,31,128,99,120,120
120,746,43,59,41,745,740,749,63,48,30,236,308,301,30,108,98,120,120
120,762,64,35,39,741,741,749,61,56,28,230,280,217,28,157,118,120,120
120,746,49,34,47,746,741,757,58,52,19,228,364,301,19,134,98,120,120
120,750,47,37,68,747,742,755,67,54,28,240,343,256,28,134,121,120,120
120,742,37,36,40,743,739,754,53,37,19,240,238,218,19,107,103,120,120
120,742,36,33,42,736,737,740,51,39,23,226,315,324,23,109,113,120,120
120,752,47,62,38,747,739,748,75,43,18,234,322,313,18,130,110,120,120
120,755,48,30,50,743,740,757,43,51,28,236,343,332,28,121,102,120,120
120,746,57,31,32,739,735,743,47,76,29,240,357,269,29,153,119,120,120
120,754,55,41,56,747,744,763,71,42,30,230,378,339,30,149,120,120,120
120,751,38,34,45,741,738,748,63,54,22,240,343,301,22,132,106,120,120
120,755,56,32,49,746,740,751,81,56,23,240,280,266,23,112,97,120,120
120,746,43,39,56,743,741,757,56,43,32,240,336,287,32,137,116,120,120
120,756,67,47,40,743,743,757,63,43,20,226,350,289,20,144,118,120,120
120,744,48,26,54,742,742,753,58,46,18,234,315,246,18,138,114,120,120
120,748,50,48,57,745,746,749,56,41,28,224,364,244,28,159,120,120,120
120,754,47,30,45,745,741,756,55,43,23,216,294,254,23,130,126,120,120
120,759,62,37,55,742,740,747,48,60,21,240,301,268,21,120,116,120,120
120,744,44,42,52,740,738,758,49,49,29,210,343,267,29,133,116,120,120
120,752,55,41,52,745,746,752,56,63,30,208,350,240,30,139,100,120,120
120,752,47,41,50,744,741,755,84,47,21,218,350,255,21,128,121,120,120
120,751,56,31,41,741,738,757,75,53,30,236,252,258,30,121,102,120,120
120,743,48,20,29,734,734,749,72,46,23,228,259,270,23,138,100,120,120
118,758,56,38,51,744,742,760,65,47,33,234,280,293,33,120,115,118,118
118,743,45,38,48,737,734,752,85,35,24,238,273,256,24,146,118,118,118
120,757,54,38,52,744,741,749,55,36,22,206,357,324,22,131,119,120,120
120,755,49,37,50,744,744,746,66,36,25,240,315,259,25,131,120,120,120
120,752,67,41,38,746,741,760,77,53,21,240,266,209,21,131,112,120,120
120,756,49,43,57,748,748,756,60,55,22,236,329,274,22,147,115,120,120
120,750,44,48,37,748,742,765,67,40,25,208,350,320,25,129,115,120,120
120,748,44,33,26,738,738,760,84,59,17,240,294,248,17,140,112,120,120
120,755,58,48,57,743,743,754,59,51,25,232,301,257,25,134,97,120,120
118,755,60,41,62,746,741,754,59,60,26,222,308,297,26,130,123,118,118
120,744,48,35,44,744,737,753,71,37,27,234,420,359,27,168,116,120,120
120,750,61,20,39,738,734,748,69,81,20,239,210,210,20,123,98,120,120
120,756,56,35,52,746,743,762,63,47,29,228,245,217,29,130,119,120,120
108,741,37,35,32,738,739,757,75,43,18,224,322,292,18,110,103,108,120
120,761,54,34,42,748,744,752,72,54,26,224,350,297,26,156,114,120,120
120,750,58,39,61,745,740,750,74,62,23,236,287,282,23,110,117,120,120
120,760,63,40,53,746,740,753,61,51,30,224,343,288,30,167,117,120,120
120,747,51,32,39,739,737,749,71,52,22,240,301,274,22,165,123,120,120
120,760,62,43,49,748,746,752,67,65,30,236,301,271,30,141,121,120,120
120,747,53,42,52,749,744,756,80,34,27,206,385,307,27,127,122,120,120
120,751,36,50,47,747,740,747,56,58,21,232,301,259,21,123,117,120,120
120,742,43,30,42,743,739,751,54,63,26,224,322,229,26,140,103,120,120
120,752,45,43,30,748,742,758,68,45,16,222,301,206,16,124,89,120,120
120,751,54,37,39,743,741,756,58,45,21,240,385,295,21,157,102,120,120
120,747,50,37,32,742,737,750,92,86,20,228,266,242,20,127,100,120,120
120,756,70,43,51,746,741,753,63,56,31,234,329,291,31,147,117,120,120
120,748,61,51,41,740,736,744,66,59,29,234,294,254,29,147,118,120,120
120,754,54,41,57,744,741,760,73,39,33,220,364,338,33,146,119,120,120
120,754,58,37,42,745,744,751,61,74,27,236,322,286,27,126,116,120,120
120,764,54,48,52,744,741,744,64,35,25,236,357,300,25,170,114,120,120
120,748,59,31,48,741,737,744,69,39,24,236,301,261,24,173,119,120,120
120,747,51,28,47,741,739,765,80,47,22,240,336,281,22,143,116,120,120
120,746,60,31,31,736,736,753,63,44,21,240,329,287,21,141,114,120,120
120,758,60,41,54,748,746,756,69,43,27,240,336,275,27,154,121,120,120
120,748,48,45,36,744,738,752,43,40,27,240,245,200,27,125,117,120,120
118,742,35,43,41,740,738,750,51,57,27,238,238,171,27,83,64,118,118
120,751,56,52,52,750,744,750,71,48,28,230,413,314,28,164,116,120,120
120,755,60,41,58,749,749,760,64,56,34,234,357,344,34,119,105,120,120
120,750,50,35,43,742,740,750,52,49,26,236,280,227,26,134,122,120,120
120,745,39,43,30,737,738,756,75,48,27,240,357,335,27,156,120,120,120
120,754,49,44,56,751,744,749,70,54,29,214,343,285,29,135,115,120,120
120,751,47,50,54,746,741,750,49,61,25,234,343,249,25,130,100,120,120
120,745,45,35,43,741,738,756,74,67,21,234,294,263,21,133,83,120,120
120,766,59,41,36,748,744,756,79,47,23,232,287,214,23,129,100,120,120
120,754,63,50,45,746,743,749,50,46,24,226,357,255,24,145,98,120,120
120,757,60,48,56,744,743,752,52,56,33,240,273,217,33,145,101,120,120
120,759,62,47,47,750,745,762,79,51,27,232,252,218,27,126,99,120,120
120,758,68,66,60,752,747,755,76,56,24,234,301,225,24,152,105,120,120
120,756,58,39,45,742,739,746,42,59,24,240,273,261,24,123,95,120,120
120,748,59,39,62,742,736,746,52,55,34,240,161,177,34,79,83,120,120
120,748,41,37,51,741,740,750,67,59,27,240,252,258,27,110,96,120,120
120,761,55,28,41,743,742,764,68,55,22,240,315,291,22,151,118,120,120
120,748,62,30,40,745,741,752,52,59,27,236,273,216,27,125,98,120,120
120,746,41,39,30,746,740,760,65,52,18,234,371,277,18,118,119,120,120
114,750,45,39,51,742,740,764,52,57,22,220,294,310,22,121,105,114,114
120,750,52,24,39,738,737,744,72,52,23,230,322,251,23,157,120,120,120
120,745,41,39,38,743,740,743,69,43,22,228,350,258,22,139,122,120,120
120,753,59,35,34,742,740,744,56,57,29,212,413,320,29,153,118,120,120
120,756,51,41,47,750,748,758,54,58,30,228,329,305,30,141,119,120,120
120,753,45,45,55,751,747,753,54,51,23,230,343,332,23,140,117,120,120
120,746,67,27,26,734,732,744,75,22,28,236,273,254,28,150,117,120,120
120,746,45,44,41,739,738,756,72,50,27,222,371,280,27,155,120,120,120
120,744,45,44,39,743,740,752,66,54,26,240,203,166,26,106,98,120,120
120,753,57,52,51,749,747,759,63,72,24,240,329,265,24,144,114,120,120
120,750,52,30,39,746,742,751,90,60,27,240,280,221,27,129,97,120,120
120,747,43,45,38,748,744,749,47,47,29,200,322,295,29,122,122,120,120
120,745,62,37,31,740,735,741,100,74,22,240,350,269,22,169,116,120,120
120,767,62,50,57,745,743,758,58,56,24,240,238,224,24,137,107,120,120
120,756,45,50,47,748,742,752,55,53,43,240,329,257,43,133,120,120,120
120,750,47,41,58,745,746,757,58,61,32,208,315,240,32,128,87,120,120
120,744,57,35,68,742,739,749,75,66,26,234,266,227,26,123,102,120,120
108,747,50,35,52,742,740,751,97,58,23,210,378,304,23,153,117,108,120
120,747,60,35,37,743,742,752,62,33,28,224,385,313,28,174,120,120,120
120,752,56,37,37,744,738,748,69,68,30,240,266,218,30,125,98,120,120
120,753,38,59,59,746,742,750,58,43,26,234,364,290,26,151,121,120,120
120,741,36,33,41,738,736,744,59,58,25,240,252,189,25,135,112,120,120
120,751,45,40,54,745,743,765,42,45,24,206,287,221,24,110,109,120,120
120,745,39,44,50,740,740,756,67,34,23,238,266,218,23,84,110,120,120
114,750,41,44,44,742,735,749,69,47,26,234,315,325,26,121,82,114,114
120,755,60,39,39,742,743,756,70,54,30,236,294,306,30,135,120,120,120
120,754,58,28,37,741,741,762,73,47,18,240,392,335,18,143,99,120,120
120,746,74,67,45,736,731,754,54,30,23,240,350,221,23,135,117,120,120
120,762,64,26,35,740,739,770,56,51,30,212,350,270,30,162,119,120,120
120,751,64,48,49,742,739,757,80,69,27,236,329,305,27,108,117,120,120
120,754,51,56,55,752,744,762,70,47,24,240,322,271,24,141,108,120,120
120,748,51,33,38,741,736,750,82,48,20,236,273,203,20,140,113,120,120
90,744,54,20,29,734,734,747,46,68,12,198,350,293,12,120,113,90,90
120,758,43,39,46,743,740,761,81,41,22,232,315,252,22,127,121,120,120
120,750,50,40,51,741,739,751,74,48,21,240,315,319,21,138,117,120,120
120,752,54,28,47,743,742,759,46,43,16,234,343,292,16,142,113,120,120
120,746,38,41,40,745,740,763,40,52,22,240,294,217,22,137,118,120,120
120,748,45,48,34,743,739,754,76,43,34,240,329,317,34,105,119,120,120
120,751,65,48,55,743,738,758,62,52,23,236,308,255,23,132,119,120,120
120,758,62,41,46,747,743,754,99,93,32,224,315,283,32,137,116,120,120
118,747,58,35,32,739,737,759,87,32,25,235,259,213,25,140,108,118,118
120,750,54,48,39,744,740,768,56,53,36,234,238,175,36,105,109,120,120
120,752,54,35,64,744,738,747,75,34,20,240,238,205,20,104,116,120,120
116,754,49,39,41,744,744,754,67,67,29,236,287,248,29,122,122,116,120
120,745,48,62,40,747,740,752,84,56,23,236,336,319,23,135,118,120,120
120,745,37,57,43,748,741,758,69,54,30,240,329,265,30,140,103,120,120
120,738,30,20,42,736,732,742,73,28,15,238,308,214,15,167,114,120,120
120,750,43,41,47,750,742,751,64,45,30,240,329,297,30,113,102,120,120
116,747,40,46,43,742,738,760,47,54,18,236,266,223,18,114,99,116,120
120,747,50,24,38,740,740,760,73,50,20,232,301,217,20,141,115,120,120
120,761,48,30,34,744,744,745,66,49,22,238,259,261,22,119,100,120,120
120,754,58,37,43,746,743,762,62,45,29,228,280,270,29,115,99,120,120
120,756,48,52,51,746,746,763,56,43,32,210,343,299,32,139,101,120,120
120,749,43,37,48,741,741,751,51,41,19,234,315,261,19,107,102,120,120
120,744,38,37,39,744,744,764,77,40,21,206,350,282,21,127,104,120,120
120,748,50,41,40,739,737,750,72,39,25,226,399,318,25,136,114,120,120
120,739,34,26,38,735,736,741,43,41,23,224,301,268,23,132,113,120,120
120,744,39,39,45,741,739,752,71,53,20,198,378,295,20,134,112,120,120
120,758,70,45,57,752,748,751,65,70,23,240,406,333,23,163,117,120,120
120,751,47,36,52,749,745,754,79,53,28,230,252,187,28,123,103,120,120
120,749,50,44,52,745,744,751,57,47,21,232,273,206,21,108,100,120,120
120,755,51,48,51,747,743,756,54,49,29,240,343,289,29,147,115,120,120
118,747,52,44,50,744,740,749,58,50,28,230,469,350,28,170,118,118,118
120,743,37,28,41,743,742,752,74,35,20,232,301,289,20,114,99,120,120
118,750,41,37,46,742,741,750,70,47,30,236,287,244,30,94,82,118,120
120,747,62,45,33,740,739,756,74,59,24,240,259,170,24,91,69,120,120
120,754,45,70,47,748,740,756,93,49,21,240,259,216,21,94,78,120,120
118,751,47,37,38,745,741,762,66,49,32,232,343,302,32,148,114,118,118
120,749,54,36,48,742,736,750,51,40,24,236,315,247,24,135,114,120,120
120,758,49,39,34,743,742,764,52,43,29,218,322,274,29,127,115,120,120
120,757,59,50,58,747,743,753,69,52,22,236,294,267,22,122,85,120,120
120,752,58,45,43,750,745,760,65,41,26,220,315,278,26,122,102,120,120
120,752,57,40,48,744,741,751,70,49,25,220,287,261,25,118,119,120,120
120,745,47,58,31,740,734,750,52,39,18,224,322,247,18,134,97,120,120
120,754,54,46,48,747,745,760,61,51,23,232,266,210,23,121,113,120,120
120,756,51,44,62,752,746,752,58,45,32,232,308,261,32,127,100,120,120
120,754,56,42,54,740,739,754,73,59,26,240,287,250,26,140,98,120,120
120,752,56,44,30,739,736,750,72,62,19,220,287,255,19,107,122,120,120
114,744,38,34,30,739,731,751,69,48,18,234,203,220,18,86,82,114,114
120,755,68,51,56,747,740,755,56,40,25,240,315,275,25,133,102,120,120
120,753,56,30,49,745,742,762,79,58,28,240,315,203,28,123,119,120,120
120,755,56,30,48,743,743,763,69,65,21,240,301,293,21,142,114,120,120
120,753,58,52,42,748,742,752,67,49,31,222,308,246,31,132,122,120,120
120,762,66,25,33,741,740,755,62,45,38,240,294,304,38,113,113,120,120
120,753,49,53,51,748,741,768,75,43,20,226,308,309,20,135,116,120,120
120,742,54,43,44,740,734,746,83,54,29,240,322,247,29,141,113,120,120
120,747,50,35,37,740,739,756,51,52,23,230,252,203,23,141,117,120,120
120,747,68,34,30,739,736,750,83,43,19,240,343,243,19,184,119,120,120
120,745,47,24,33,739,739,750,74,55,19,224,217,270,19,96,100,120,120
120,754,51,60,45,746,742,754,74,47,31,240,259,218,31,120,98,120,120
120,755,91,41,42,742,742,757,88,34,32,226,371,324,32,169,114,120,120
120,746,41,31,32,734,733,747,59,37,17,224,189,173,17,73,65,120,120
120,756,57,57,44,748,742,752,62,51,26,240,343,248,26,157,116,120,120
120,748,52,35,35,740,739,756,59,50,23,224,203,218,23,114,119,120,120
120,753,48,50,43,747,747,764,60,47,28,240,343,281,28,125,103,120,120
120,753,58,41,48,743,741,760,62,37,20,218,357,352,20,128,114,120,120
120,749,50,44,36,743,740,758,67,50,30,236,266,290,30,126,114,120,120
120,747,43,33,44,737,738,751,41,48,25,224,231,189,25,121,121,120,120
120,760,53,49,48,748,744,752,65,57,34,240,238,216,34,121,101,120,120
120,754,49,35,39,742,741,748,47,47,21,238,315,280,21,118,114,120,120
58,746,29,38,55,743,741,747,52,58,19,176,315,312,19,87,98,58,58
120,758,69,47,57,743,740,763,54,52,22,240,350,289,22,159,120,120,120
120,747,48,40,39,738,734,759,66,49,23,240,231,224,23,103,81,120,120
120,750,52,39,50,746,745,754,60,54,28,213,301,246,28,139,122,120,120
90,750,49,24,39,739,736,746,52,36,25,210,238,178,25,102,102,90,90
120,754,41,37,37,741,737,754,73,34,28,220,266,233,28,128,112,120,120
120,751,65,35,46,743,740,760,67,47,19,240,329,291,19,141,101,120,120
120,745,46,43,36,737,736,753,58,39,30,240,336,289,30,113,96,120,120
120,752,56,43,45,747,744,757,63,56,28,240,350,291,28,142,114,120,120
112,744,28,41,53,746,744,747,57,85,22,232,231,257,22,92,112,112,120
120,749,45,48,59,743,741,755,59,58,29,214,322,239,29,137,113,120,120
120,745,60,32,37,742,740,746,59,52,29,232,301,221,29,145,117,120,120
120,752,47,35,36,740,736,756,76,51,32,228,238,195,32,119,101,120,120
120,746,45,37,48,746,741,754,71,60,26,224,273,213,26,134,117,120,120
120,754,55,41,37,748,744,745,50,48,22,208,322,253,22,130,104,120,120
120,745,48,38,40,746,738,748,55,50,29,226,315,220,29,146,105,120,120
120,748,52,42,44,740,738,758,58,43,39,240,231,198,39,126,110,120,120
120,760,69,35,37,739,739,755,51,51,20,240,301,264,20,154,113,120,120
118,762,60,55,53,751,749,752,68,36,23,234,322,282,23,161,103,118,118
120,744,37,47,51,744,738,744,47,52,31,240,245,197,31,127,102,120,120
120,741,40,64,50,739,736,756,92,41,17,214,273,279,17,104,117,120,120
120,754,46,28,44,743,740,760,57,40,30,230,273,287,30,105,120,120,120
118,758,48,54,44,750,748,758,58,56,19,220,245,222,19,117,99,118,120
120,742,68,31,20,735,735,752,85,44,19,236,343,338,19,129,107,120,120
120,762,62,43,44,748,748,762,71,68,24,239,287,245,24,123,118,120,120
120,748,42,33,47,741,737,750,69,59,28,240,294,233,28,132,104,120,120
120,748,41,39,36,744,740,747,38,36,20,232,245,230,20,84,99,120,120
120,746,68,27,33,737,738,748,87,64,23,236,315,201,23,135,99,120,120
118,756,55,66,51,751,745,752,81,60,30,222,315,293,30,157,117,118,120
120,754,66,39,49,742,741,756,81,36,30,228,273,225,30,124,103,120,120
120,760,94,35,39,740,739,755,96,64,26,240,294,251,26,138,103,120,120
120,750,34,37,38,742,740,752,92,62,17,212,301,256,17,110,113,120,120
120,754,49,50,41,746,742,746,53,63,31,239,308,245,31,149,116,120,120
120,752,60,26,53,741,739,751,70,41,25,236,259,236,25,132,113,120,120
120,750,62,35,43,740,737,751,53,43,26,240,238,177,26,120,110,120,120
120,759,60,41,32,745,745,762,70,55,29,240,322,315,29,139,107,120,120
120,746,56,29,58,740,738,754,89,65,28,240,238,234,28,123,119,120,120
120,762,55,45,47,750,749,757,67,68,33,238,329,304,33,132,86,120,120
120,744,56,34,37,740,740,742,67,41,27,228,280,223,27,114,85,120,120
120,745,48,39,52,745,738,748,84,51,35,228,343,295,35,121,113,120,120
120,745,59,40,39,738,738,752,70,50,19,212,357,283,19,158,118,120,120
120,746,50,40,40,739,734,753,58,39,22,240,322,269,22,139,117,120,120
120,750,73,43,51,747,739,752,79,44,20,238,364,270,20,149,104,120,120
120,748,50,40,40,747,744,756,44,68,24,240,343,259,24,159,117,120,120
120,750,43,56,53,753,745,753,57,53,38,232,392,294,38,154,99,120,120
112,757,48,54,54,752,746,753,59,55,29,228,329,310,29,143,114,112,120
120,748,71,31,39,738,736,754,57,59,20,239,287,235,20,142,97,120,120
120,742,67,31,43,740,736,749,71,50,21,234,273,204,21,117,113,120,120
120,747,62,41,49,746,746,749,71,66,22,240,287,289,22,157,104,120,120
120,754,49,35,52,741,740,752,57,41,21,226,196,178,21,114,99,120,120
120,742,47,28,40,742,737,741,80,39,21,240,357,261,21,151,119,120,120
120,760,72,35,41,740,741,761,57,44,19,230,273,255,19,138,117,120,120
120,742,37,26,37,742,742,752,80,51,18,224,322,267,18,135,111,120,120
120,753,58,38,57,747,739,766,67,64,25,232,266,209,25,107,83,120,120
120,739,35,38,35,734,732,745,40,30,16,240,238,214,16,137,100,120,120
120,752,56,52,51,748,746,749,63,59,29,224,371,287,29,142,119,120,120
120,763,68,40,47,745,745,754,63,58,26,220,336,305,26,135,118,120,120
120,750,56,30,32,742,742,754,74,54,27,240,252,256,27,114,88,120,120
120,760,61,39,46,744,740,747,54,58,20,236,259,202,20,139,95,120,120
116,752,44,41,37,748,741,748,70,45,27,204,336,254,27,156,98,116,116
120,744,57,43,27,737,735,745,65,39,25,240,266,169,25,141,98,120,120
120,755,51,43,54,746,745,756,78,51,25,240,280,245,25,141,117,120,120
120,746,40,34,40,743,738,748,71,45,20,218,315,266,20,132,119,120,120
120,744,39,24,28,740,737,751,82,42,19,234,287,247,19,107,98,120,120
120,755,58,32,55,748,747,750,73,54,36,234,287,249,36,146,121,120,120
120,756,60,49,38,746,744,750,79,60,29,226,273,228,29,123,109,120,120
106,751,47,44,41,741,742,754,59,36,28,226,308,301,28,103,117,106,106
120,752,51,61,55,749,742,751,51,34,24,228,252,237,24,100,85,120,120
120,753,48,52,57,746,745,749,60,48,23,228,301,263,23,119,105,120,120
120,759,61,51,54,749,743,762,49,47,30,224,301,286,30,135,104,120,120
120,751,47,40,52,745,744,757,61,47,32,216,364,282,32,137,116,120,120
120,753,47,46,39,741,741,754,61,56,30,238,308,246,30,119,118,120,120
114,760,52,51,42,743,742,752,59,46,22,234,322,290,22,147,117,114,120
120,758,66,47,34,744,742,754,77,53,23,240,294,223,23,141,107,120,120
120,758,83,34,65,746,742,749,80,55,21,228,371,306,21,146,119,120,120
120,752,54,52,52,750,747,753,57,54,29,226,301,234,29,127,116,120,120
120,741,24,42,43,739,740,746,51,37,18,220,357,309,18,127,117,120,120
120,749,49,46,53,742,735,747,58,46,34,240,273,235,34,117,122,120,120
120,744,39,42,32,737,735,752,78,35,23,228,385,295,23,170,115,120,120
120,753,44,36,42,751,744,756,48,54,20,214,329,252,20,125,99,120,120
114,757,71,39,45,744,744,761,70,47,33,228,294,296,33,138,114,114,114
86,743,39,43,31,738,736,748,54,42,23,206,238,210,23,104,117,86,90
120,746,80,76,63,742,739,750,74,75,31,240,280,215,31,131,119,120,120
120,752,55,26,36,741,739,751,34,40,21,240,343,269,21,149,90,120,120
58,756,78,33,32,738,736,751,65,48,19,178,301,273,19,119,119,58,58
120,748,61,48,43,743,739,742,58,61,20,230,301,238,20,153,102,120,120
118,754,45,43,44,750,750,753,66,45,24,238,343,290,24,136,120,118,120
120,753,56,24,45,738,736,754,67,45,18,238,350,338,18,142,116,120,120
120,760,65,60,36,745,744,754,66,53,27,238,266,221,27,119,101,120,120
118,749,54,50,44,748,746,751,59,58,22,202,266,260,22,101,103,118,120
120,758,49,41,57,746,743,752,72,64,34,218,273,257,34,114,105,120,120
120,755,48,42,51,747,742,754,65,52,30,226,266,214,30,118,82,120,120
120,748,43,26,40,741,736,752,77,55,19,236,210,189,19,103,112,120,120
120,754,58,35,39,740,740,761,83,58,18,228,245,251,18,98,112,120,120
120,744,38,56,35,741,737,748,103,60,17,192,294,315,17,87,98,120,120
120,754,58,41,45,748,742,756,56,61,25,236,315,250,25,120,100,120,120
120,751,45,39,52,743,744,750,60,44,23,222,385,284,23,174,116,120,120
104,746,38,44,41,739,736,747,78,60,24,224,315,242,24,135,115,104,120
120,755,69,38,50,745,743,755,60,51,24,240,329,313,24,136,118,120,120
120,761,51,40,40,746,742,768,62,47,23,236,343,288,23,143,90,120,120
120,752,46,42,31,740,734,754,55,33,22,240,231,241,22,96,68,120,120
120,754,38,28,44,742,742,752,62,54,26,240,287,238,26,124,117,120,120
120,749,85,37,48,743,740,748,76,48,20,234,378,344,20,166,115,120,120
120,748,30,48,34,740,737,752,97,41,23,226,252,274,23,131,109,120,120
120,754,51,39,48,742,741,751,67,54,20,230,259,268,20,115,107,120,120
120,748,50,50,42,746,739,754,72,59,29,194,238,207,29,111,102,120,120
120,748,41,50,39,746,744,753,68,41,39,231,315,244,39,144,102,120,120
106,742,43,22,39,737,736,759,45,46,24,226,217,270,24,106,116,106,106
120,751,64,24,31,739,736,757,72,56,31,240,266,246,31,136,116,120,120
